skill_id,skill_title,skill_type,skill_description_final
47dffe8e098b713a9fc1ab5c91de6843641d6de3da7b130ed7d00184bb1abc4b,Media Platforms Management,SFw TSC,"Media Platforms Management: Develop and implement media plans to achieve business objectives, evaluate their effectiveness, and monitor media platform options. Propose appropriate social media platforms and tools, collate information on types of media, and support implementation of media plans and activities."
7b3295813e9198e3afce9cd80b04d4d77fbb812131c7b59f0a694b36f94f1e86,Game Engine Development,SFw TSC,"Game Engine Development: Design and develop customisable tools and programs for game development, including defining technical goals, scope and functionalities, leading the development of the game engine, writing code for specific functionalities, and optimising modules for existing game engines."
2786d639341801d26054db919bf21bb01752315947736c515e83cfaf8c9f9298,Safety Integrity Levels Management,SFw TSC,Safety Integrity Levels Management: Evaluate and select safety protection systems and equipment to ensure they meet the required Safety Integrity Level (SIL) requirements. Analyse and apply the appropriate SIL to ensure robust and reliable safety protection systems for process plant operations.
cc8f70de80b6ffe545fb5210c6624367d1d2d18dd3eda91bbe0ab198b820b8f6,Clinical Governance,SFw TSC,Clinical Governance: Developing and implementing clinical governance frameworks to ensure alignment with regulatory and organisational objectives. Establishing performance requirements and monitoring procedures to ensure adherence to standards. Setting direction and establishing guidelines and policies for clinical governance.
baba75f3ffd91cc0f5d26c7dcfb87a364b9741a154bb65a03842b61d90f3aa1c,Medication Reconciliation in Pharmacy Support,SFw TSC,"Medication Reconciliation in Pharmacy Support: Accurately and completely document medication information for patients, including performing medication reconciliation and assisting with system and physical reconciliation."
1e4e74e595444f152bbef090564c83cdcbacdeca90a5353a29330a294eca3f77,Food Product Marketing,SFw TSC,"Food Product Marketing: Developing and executing marketing campaigns to create emotional connections with target audiences, including conceptualising product stories, pre-campaign testing, and reviewing campaign effectiveness to achieve organisational objectives."
d849613e2f188451e1aa8f774a580dc4ec53ce8282bb978955379cd9df1e5a72,Elastomer Seals Application,SFw TSC,"Elastomer Seals Application: Apply elastomer seals to parts and components using appropriate tools, equipment, materials and methods. Identify resources and check for conformance to specifications. Develop process plans to ensure quality and accuracy. Monitor and adjust parameters to ensure successful application."
71bb3ae06383f3b9f1d16d7af5abb50aabb82a740da085037d7b10d1d8784963,CRISP-DM,Apps and Tools,"Crisp-DM is an easy-to-use data mining process model that helps organizations quickly and efficiently develop predictive models. It provides a structured approach to data mining projects, from understanding the business objectives to deploying the results."
71ce069263aabfb64f3dfddf1ca71b4002128e8c2303c3a5e5bc90aa8c967a9b,RocksDB (Software),Apps and Tools,"RocksDB is an open-source, high-performance embedded database for key-value data. It is optimized for fast storage and retrieval of data and supports a variety of programming languages. It is designed to be highly reliable and efficient, making it ideal for mission-critical applications."
93e0b3136090c1fb7f27f7616ff8410e0acbc1f4cd0f29e70cf4352ee99eafba,Project Cost,SFw TSC,"Project Cost: Financial planning and budgeting skills, including the ability to set budgets, monitor costs, assess budget implications, identify potential cost issues, develop project budgets, review and manage project costs, and make adjustments to reconcile resource costs with project schedules and outcomes."
134551cc6a31a756ef3b09102232970c95802d073546ab3d2ea47c2000e1c18f,Equipment and Systems Testing,SFw TSC,Equipment and Systems Testing: Conduct tests to ensure operational continuity and performance standards are met. Implement testing procedures and execute tests on equipment and systems.
71f8f19e3e1f3959b2d2441c2c854bf2eee8da1e4d441d222ee6ab655fb78da3,SailsJS,Apps and Tools,"Sailsjs is a modern MVC web framework for Node.js. It is designed to make it easy to build custom, enterprise-grade Node.js apps. It provides a robust set of features for building and maintaining enterprise-grade Node.js applications."
39867caa125006c4b158e988b8cbf17808f4ea17ece45d090d737eeb9c94280d,Flight Watching and Flight Following,SFw TSC,Flight Watching and Flight Following: Monitor conditions and assess data to ensure successful completion of flights. Propose actions to prevent disruptions and adjust flight positions accordingly. Review new technologies to enhance flight watching and flight following capabilities. Monitor real-time flight positions and conditions.
24d73b179d83cbe439608dd30b99c74d11a468c6a0bf718f932aa40e4eac15f4,Electrical Engineering Management,SFw TSC,"Electrical Engineering Management: Provide technical support to production, maintenance and project teams by managing the design, selection, modification and troubleshooting of electrical engineering equipment and systems. Evaluate and develop design, technical specifications, constructability methods, maintenance procedures and asset integrity to ensure high standards of support."
7255e7d58da7a780488ee4d9a8fb77d74e2d585668f51c5774bb55448982b4ab,Chai.js,Apps and Tools,"Chai.js is an assertion library for Node.js and the browser, providing a simple and expressive language to write tests. It is a BDD/TDD assertion library for node and the browser that can be delightfully paired with any javascript testing framework."
e95b8a2e4d8235901268a5a15107d2f916a235e0a66960021eb4c3284c450395,Aircraft Hydraulic Components Maintenance,SFw TSC,"Aircraft Hydraulic Components Maintenance: This skill involves the maintenance and repair of aircraft hydraulic system components, including the identification of appropriate resources and conducting functional checks. It requires the use of appropriate tools, equipment, materials and methods."
cf02196b73207b82ea72c6b5f445c40d1f24285dee0f240d12536b95df238f90,Attractions Transportation Operations,SFw TSC,"Attractions Transportation Operations: Manage transportation services, supervise operations, operate vehicles, and drive efficiency to ensure visitors have a safe and enjoyable experience."
1fca800476793b469a16ceda2e57629cc889b3847bd40ba93b578eaa934ce096,Mobile Generator Deployment,SFw TSC,"Mobile Generator Deployment: Manage the deployment of mobile generators, including planning, operation, maintenance, testing, and procurement. Implement procedures and develop/revise Standard Operating Procedures (SOPs) to ensure efficient and effective deployment in planned and emergency scenarios."
36c8f285dda595eff288dc7783c2b25299deaf7b3418a4d343c5175da883fa5f,Analytics and Computational Modelling,SFw TSC,"Analytics and Computational Modelling: Develop and apply algorithms and advanced computational methods to enable systems or software agents to learn, improve, adapt and produce desired outcomes. Interpret data, apply data modelling techniques, conduct basic data analysis and statistical modelling, and develop and utilise new algorithms and models. Identify and utilise appropriate statistical algorithms and data models to test hypotheses and derive patterns or solutions."
a0463dbcdc7f4b157eb4766ae329dcf5bcbab78c09f1943441e4e71d3bde234b,Intervention Implementation in Therapy Support,SFw TSC,"Intervention Implementation in Therapy Support: Provide support to professionals in performing tasks related to their field. Assist in collecting evidence, supervise junior staff, and perform routine tasks as instructed."
f1f17e87d3e81a3e46fb871257f769df70c5540558d93dc2cb90798dc0b4607c,Security Screening Management,SFw TSC,Security Screening Management: Carry out security screening activities to protect guarded facilities and reduce security risks. Monitor and evaluate security screening processes. Implement security screening of vehicles and personnel according to established protocols. Supervise security screening operations in line with organisational policies. Implement appropriate procedures for security screening of people and luggage.
3c7c504badb167fadb8d1824d6ca64884aaff6a5e88e20f043b367596dc236d4,Tax Controversy Management,SFw TSC,"Tax Controversy Management: Skill in responding to queries from authorities with accuracy and relevance, approving responses to manage tax controversies, drafting responses, setting policies and processes, and assessing appropriateness of responses."
58bb58c46c566c793891f980c1b777f5ebbd182b20bcb6cfa39e098300fe5477,Content Marketing Strategy,SFw TSC,"Content Marketing Strategy: Developing and executing a content marketing strategy to attract and engage target audiences, including conceptualising and developing content, optimising delivery parameters, and evaluating and aligning content ideas with trends and business goals."
6bf7952261d3fb14f196ae0bbdd722e958eeb71f382bcb69184c0c8ec44d8504,Process Analyser Maintenance Management,SFw TSC,"Process Analyser Maintenance Management: Skill in interpreting and implementing maintenance regimes, processes and procedures to ensure optimal availability and reliability of process analysers through monitoring, inspection, configuration and maintenance."
1c300515f4636d688171ec9af4dcddb293a3e158debecb2b1f75341434215d0a,Risk Compliance and Governance,SFw TSC,"Risk Compliance and Governance: Develop and maintain corporate governance and risk compliance systems to ensure adherence to applicable laws and regulations. Monitor and review compliance with corporate governance and risk management policies, and take corrective action when necessary."
6c8c8726883f3b4d2c6e6b9bddc6b7e8899b1cefca6f77fce56b7f4f69a989d8,Locomotive Maintenance,SFw TSC,Locomotive Maintenance: Perform preventive and corrective maintenance activities on mechanical systems. Troubleshoot faults and diagnose root causes of failure. Implement maintenance plans to prevent recurrence of faults.
87dd427c47f53e639bc7dcda1fd77455a81ecf0385ecc5659a886b9e00953dd5,Electrical Drawing,SFw TSC,"Electrical Drawing: Create and interpret electrical drawings to guide power planning and installation of electrical systems. Modify drawings to reflect changes and develop new, large-scale and complex drawings. Advise on optimal drawing methods based on complexity, cost and time."
ba77db196dba8a68e1d733ee13abcab106b7b18a8271b4ade5d91e4a4c69544b,Lift Planning and Management,SFw TSC,"Lift Planning and Management: Execute rigging and crane operations to safely move and lift loads, while adhering to safety and health regulations. Draft plans for slinging, rigging and use of lifting gears prior to production or assembly processes. Employ prescribed slinging techniques depending upon load and external conditions."
bb0256a71c1b4c71b0c675eb684f768fc10e141d6d0b2c4c10015096626f9439,Early Childhood Curriculum Design,SFw TSC,"Early Childhood Curriculum Design: Design and implement customised learning experiences for children of all levels, taking into account their developmental stages, needs and interests. Monitor and review curriculum according to national guidelines and evidence-based research, and make adaptations to the learning environment to ensure holistic learning experiences."
81828ddea78fc26b5fd768cbc2c1cd717940d08d7e834514cafb24b0fa64d0e0,Standard Operating Procedures Development,SFw TSC,"Standard Operating Procedures Development: Developing and enforcing Standard Operating Procedures (SOPs) to ensure operational consistency, quality and continuity. Monitoring and updating SOPs to maintain efficiency and compliance."
73d9d903a8866d20ebf584be46a54f6a1114b20ccc6566a762388f2b160eabd0,Google Search Console,Apps and Tools,Google Search Console is a free tool that helps you monitor and maintain your site's presence in Google Search results. It provides detailed reports and data to help you understand how your site is performing and make improvements.
73dd0baf8e5438da8816254a073ee43b61f8b2cdef6f393e0059cdbc55cb8d9c,NumPy,Apps and Tools,"Numpy is a powerful library for scientific computing in Python. It provides a high-performance multidimensional array object, and tools for working with these arrays. It also includes functions for linear algebra, Fourier transform, and random number generation."
73f0c90c07c6fb1e696beb60b57acec7a04f48be383a9a10019bc6dda2976a57,AWS Cloudtrail,Apps and Tools,"AWS CloudTrail is a service that enables governance, compliance, operational auditing, and risk auditing of your AWS account. It provides event history of your AWS account activity, including actions taken through the AWS Management Console, AWS SDKs, command line tools, and other AWS services."
73f13dc6dcacd36588da3fad450ae52179ae37872ad3fe5081bac1a9804903a0,GNU Octave,Apps and Tools,GNU Octave is a high-level programming language for numerical computations. It is a free and open-source software with a powerful language for data analysis and visualization. It is designed to be easy to use and provides a wide range of mathematical functions.
fe34a40e8df4b408ed12732fb3464b7d35dad6d703f8db1e2cb7086ae4032e78,Intellectual Property Monetisation,SFw TSC,"Intellectual Property Monetisation: Skill in analysing taxation and valuation reports related to intellectual property (IP), determining financing structures, evaluating taxation issues across the IP lifecycle, and selecting the appropriate IP financing structure."
74011b1f77809754af99a9ed03c2d3372a490d85947abbfe771a285a0851233c,Scrapy,Apps and Tools,Scrapy is an open source web scraping framework for extracting data from websites. It provides a fast and efficient way to scrape data from any website with a simple Python script. Scrapy is easy to use and can be used to quickly build powerful web crawlers.
37a64b6732754e8adc6788bd3624bcb72cd820fc9f41c5b6b2c55f386c5f61bd,Liquefied Natural Gas Breakbulk Services Management,SFw TSC,"Liquefied Natural Gas Breakbulk Services Management: Skill in optimising purchase timings, quantities, and delivery modes for goods and services. Ability to analyse market trends and propose optimal solutions for delivery. Experienced in managing breakbulk services for efficient delivery."
3d443c06555be81c3c3bc7faa91f04317294d26d89e6194930fa72eee740c8a5,Workplace Safety and Health for Pipe Fitting,SFw TSC,Workplace Safety and Health for Pipe Fitting: Perform pipe fitting operations in accordance with safety and health regulations. Follow safety protocols while carrying out pipe fitting tasks.
5a771a673361a2013831cbcf9a0ad4cc00993ec4d055c2b422bfb1781d5ede10,Resource Management,SFw TSC,Resource Management: Develop and implement effective resource management strategies to optimize resource utilization and ensure sustainable business operations. Evaluate resources and create plans to allocate and monitor their usage.
5215b9d22a3200c201b6c356370bcdc8886c3d379bd76c9d2a3f9fb05e19f946,Intellectual Property Management,SFw TSC,"Intellectual Property Management: Skill in managing intellectual property rights, including evaluating, determining, implementing, monitoring, reviewing, and managing infringement. Ability to establish and implement policies and tactics to protect intellectual property."
205e77b50a9f5fcd8007f69d9a31bd22e5f0775b3c4585108f098b976b5d2a8a,Vertical Programme Management,SFw TSC,"Vertical Programme Management: Lead teams to develop and implement strategies for managing logistics and supply chain programmes in niche areas. Monitor and review programme outcomes to ensure customer expectations are met, while managing time and resource constraints."
4d24c9cfd5514106c794903b515a1d27a4a6be05cb087258eb4076122f9014dc,Mentoring for Youths,SFw TSC,Mentoring for Youths: Provide mentoring and guidance to youths to facilitate their holistic development. Develop and review mentoring frameworks and guidelines to ensure successful outcomes. Lead the implementation of mentoring approaches to help youths plan for their future. Monitor and improve the effectiveness of mentoring services.
0da5169127dfa02c327a9ecf6318578ff41c007c0af31f843a34615c04834d8b,Biological Product Introduction,SFw TSC,"Biological Product Introduction: Design and implement manufacturing processes for new products, ensuring cost-effectiveness and meeting design specifications. Monitor and review process plans to ensure product quality and production requirements are met. Direct the introduction of new products by aligning manufacturing plans with R&D design specifications and sales forecasts. Develop process steps and identify materials needed for new product introduction."
06b2972d334574e4c0558883f9fdb36dfc6f07eff480e87ab163a0be8f29b432,Research Translation,SFw TSC,"Research Translation: The ability to synthesize research findings and develop recommendations to address gaps in policies, professional practice, and healthcare services."
20660861b55db19726215c56b9290d4de4df22b63f0b856127be243f15e7d753,Customer Relationship Management,SFw TSC,"Customer Relationship Management: Develop and implement strategies to manage customer relationships, analyse customer interactions, and drive sales growth. Utilize Customer Relationship Management (CRM) capabilities to improve customer retention and business relationships. Collect and verify customer information, maintain regular communication, and execute implementation plans."
65b4523059b177c2a79faf349babe68a0df6816ce67e629d86ec9ef7f2d061a5,Underwriting Profitability and Efficiency Management,SFw TSC,Underwriting Profitability and Efficiency Management: Develop and implement strategies to maximize profitability and effectiveness of operations. Analyze industry trends and apply knowledge to assess the impact of changes. Monitor and manage changes to ensure efficiency and compliance with organizational guidelines.
32a57edea837c6cc9efe428dc28b25bdae1d35959a5421b7b5d14d098d4ae21a,Learning Programme Evaluation,SFw TSC,Learning Programme Evaluation: Analyze and modify learning experiences to improve effectiveness. Develop and implement evaluation initiatives to assess programme success. Monitor and adjust programmes to ensure optimal outcomes.
,,SFw TSC,
756695e403b806d29ce3ad2fb42aaec10b5dc58b460e40dfefd346bbaa4c72a9,Adobe Photoshop,Apps and Tools,"Adobe Photoshop is a powerful image editing software used by professionals to create and enhance photos, illustrations, and 3D artwork. It offers a wide range of tools and features to help you create stunning visuals."
75761d779a0ce280e75060de7ac0c8d7555d2f951f42be81fad005e982a213b7,Instrument Landing System,Apps and Tools,"The Instrument Landing System (ILS) is a ground-based radio navigation system used in aviation to guide aircraft during the approach and landing phase, ensuring accurate alignment with the runway."
6efbf4d29e2720ad5068cdcf1e0d494a08dc2bee9978f0d255bd03222d1437d1,Engineering Drawing and Design Specifications,SFw TSC,Engineering Drawing and Design Specifications: Create technical drawings and design specifications for complex engineering installations and construction projects. Interpret and modify existing designs and specifications. Develop new drawings and advise on optimal drawing methods.
0f4459718cd20f30a8ac77de581ae10344be4ab19d9406a1d4d9d2dce8f1c147,Business Excellence,SFw TSC,Business Excellence: Developing and managing policies and processes to achieve business excellence. Integrating improvements and sustaining excellence in an organisation in a holistic manner.
8f17046649565ece8187639e625d38336f7c472dccc58ea0b726448debab47e1,Network Slicing,SFw TSC,"Network Slicing: Design and maintain network infrastructure to provide customised services for different users, including configuring network slices to support multiple end-user services and creating logically partitioned networks from a shared infrastructure."
405ea029394afa50f1d10fc71f3b898647631fd983edcb5e780f4c0045015083,Cargo Issuance and Dispatch,SFw TSC,"Cargo Issuance and Dispatch: Ensure compliance with regulations and procedures related to the issuance and dispatch of cargo. Develop and deploy guidelines to relevant staff, and facilitate the process."
763e86502f24b6e117a6eaf55db7a651f3df377c1444685a579dca7261b9b583,Browserify,Apps and Tools,"Browserify is a tool that allows you to bundle JavaScript files for use in the browser. It enables you to write code that uses require in the same way that you would use it in Node.js, and bundle it into a single file for use in the browser."
764a51ba6de8ebf2dbe25f3f0708bd42c5c50f65fb9d64b31e2a588c3738005d,BigQuery,Apps and Tools,"BigQuery is a powerful cloud-based analytics tool that enables users to quickly and easily analyze large datasets. It provides a simple SQL-like interface to query and visualize data, and supports advanced analytics such as machine learning."
7fa9c018eab732f5a8094961d423d804bd140ed595bea46688d568a5fd7d0722,Financial Budgeting,SFw TSC,"Financial Budgeting: Develop and manage financial plans and budgets to support business objectives, ensuring compliance with financial policies and regulations. Monitor and adjust resources to meet project requirements and ensure efficient use of financial resources."
70b9f24b87520f9f4a399048ec397ca6302865daccd64fb33b447c41b82ce8a0,Automated Distribution Management,SFw TSC,"Automated Distribution Management: Skill in overseeing and maintaining automated processes and systems, as well as utilising technology to improve safety and efficiency. Experience in implementing process improvements and enhancements to automated systems."
57faea1af18beb1c20cef586e555a7b0310557643ece1570409588077a00ba10,Website Design,SFw TSC,"Website Design: Website design and development, including user experience evaluation, analysis of design requirements, and implementation of organisational guidelines. Gathering user feedback and updating content to ensure websites are user friendly and support brand, marketing and e-commerce campaigns."
76b2bf971431cc0694445b9e90d913425afcb008e3ab9150cbf84595740108c2,Adobe Illustrator,Apps and Tools,"Adobe Illustrator is a powerful vector graphics editor used to create logos, illustrations, and graphics for print, web, video, and mobile. It offers a wide range of features to help you create professional-looking designs quickly and easily."
76cd2c0d589e224531fc6af2c5850e3c9b2aca6902d813ce598833c7c1b28bee,Logstash,Apps and Tools,"Logstash is an open source data collection and processing tool. It helps to ingest data from multiple sources, transform it, and send it to a variety of destinations for further analysis. Logstash is a powerful tool for managing and analyzing data."
784c1bfd42d895f5fe68a9af76388ef64e2cdc1f474268591e3a917fecf121e1,People and Relationship Management,SFw TSC,"People and Relationship Management: Lead a team to deliver excellent service by promoting inclusiveness, building team cohesion, and managing diversity challenges and opportunities. Utilize emotional intelligence and resilience to handle diversity and monitor one's actions."
e0a591c145d8a3787bd2282f4d9fa05f7e6cb3ea3860ef175c4474d2256133fe,Price Stabilisation,SFw TSC,"Price Stabilisation: Manage share placements to stabilise prices and raise capital, including valuations, setting of initial public offering prices, and decisions on buy and sell share options. Ensure effective price stabilisation and disclosure of all material information."
76f319d654a0f60b5287c47fb20b47f5582e3054a3b60ced85d9c8b33d3f9bc7,Gemnasium,Apps and Tools,"Gemnasium is an app tool that helps developers keep their code secure and up-to-date. It monitors dependencies and alerts users when updates are available, ensuring their applications are always secure and running smoothly."
dac8cff4600ad80fc8e228d1cfbc4f19505d97850c5cc26d4d723b67ce2bb09d,Transfer Pricing,SFw TSC,Transfer Pricing: Analyse financial data to develop and assess policies and procedures to optimise pricing of goods and services between divisions of an organisation. Evaluate the impact of transfer pricing regulations on financial and business operations.
23a612469b235bc8338b512797c38a28433e3ca1cb67ac05cac95b08a60897b8,Process Monitoring,SFw TSC,Process Monitoring: Monitor and analyze manufacturing processes to ensure they remain in a state of control. Lead process monitoring and take corrective action when necessary. Oversee process monitoring procedures and systems. Identify and address deviations from expected results.
16e08edca011950286ae0118c7c63ee78183efeaca7074475d8721902db18e48,Machining,SFw TSC,"Machining: Skillfully operate machinery to shape and cut materials to precise specifications, following safety protocols and manufacturing workflows."
775e9f944188a7bcb36e9ca5dc51672b44bcceeb7d56d89dfb914eb3a1ff2d69,Arduino,Apps and Tools,Arduino is an open-source electronics platform that enables users to create interactive electronic objects. It is a powerful tool for building projects from the simple to the complex. Arduino is easy to use and provides a great way to learn about electronics.
91c9834a124da1981a37e450bd118e7352820c776d0f5f971af9a7eb634a103d,Construction Technology,SFw TSC,"Construction Technology: The ability to research, identify, and apply the most suitable and effective processes and technologies to achieve project objectives. This includes evaluating existing processes and technologies, and formulating strategies to incorporate new ones."
b7ab627018bfcd040db9bffe50a5254df5afeba2484ffd1532008d33828b6ebe,Sealants Process,SFw TSC,"Sealants Process: Apply sealants to parts and components using appropriate tools, equipment, materials and methods. Develop process plans and identify resources. Conduct conformance checks and ensure parts and components meet required specifications. Carry out sealant processing works."
3fcd1e24320c7c72dfc50a15f5c49d79dcb97c20e8e611bc5c6700283f04ffa3,Non-metallic Materials Manufacturing,SFw TSC,"Non-metallic Materials Manufacturing: Manufacture components and structures using appropriate tools, equipment, materials and methods. Verify conformance to required standards and specifications. Develop plans and specifications to meet customer requirements. Evaluate applications of technologies and methods to enhance manufacturing processes."
77e5604feeaf6e01a08279bc5c0248cd2f8a9b19b941df356bfb485daaeff0a8,Webflow,Apps and Tools,"Webflow is a powerful web design tool that enables users to create responsive websites without writing code. It provides a visual editor, drag-and-drop tools, and customizable templates to create stunning websites quickly and easily."
77ec32e79ebf9a53d53a5f14a29ba818a08824fcc8f5286d7501c2aedddf0148,Arkit,Apps and Tools,ARkit is an augmented reality tool that allows developers to create immersive experiences for iOS devices. It enables developers to easily create interactive virtual content that can be experienced in the real world.
59b1281bc5aa57031ba5190848ccb476ef120f286d11f6a5eb9b77ef50240d71,Learning and Development Programme Management,SFw TSC,Learning and Development Programme Management: Design and implement learning and development programmes to facilitate employees' growth and capability building. Monitor and adjust programmes to ensure alignment with organisational objectives and a positive learning experience.
6ce1e6db661f4b0c23451835a9a3eddf441eae98e8f0affe3e8cb8b857fcb6c8,Cutting,SFw TSC,"Cutting: Operate and manage material removal processes and activities to manufacture components and products. Utilize cutting tools, technologies and machining strategies to select optimal parameters for improved productivity and product specifications. Evaluate cutting tools and machining processes for mass material removal and quality output."
77fe460fd5b42382396d3ad031f800d1e00aefd909b282ac3cff16b4f4f88dd2,Google Docs,Apps and Tools,"Google Docs is a free online word processor that allows you to create and share documents with others. It offers a range of features including real-time collaboration, easy formatting, and powerful editing tools."
781ed352c4db85e974bf8c7fe038459eeda433a0a58b1821e9fd8840d06f459e,Computers and Structures (CSi),Apps and Tools,"CSI is an app tool that helps engineers and architects design and analyze structures and buildings. It provides powerful 3D modeling capabilities, advanced analysis tools, and a comprehensive library of structural components. It helps users create accurate and efficient designs quickly and easily."
ebe20f6fa9061418783029e69c2fb3bb6d26e67b2728daddbe93e58aaf22fa3e,Board Membership,SFw TSC,Board Membership: Develop and maintain strong relationships with stakeholders while driving initiatives to achieve desired outcomes. Utilize interpersonal and communication skills to influence and collaborate with stakeholders to reach mutually beneficial goals.
7833c348282469c144df2a4032362929757aa70bcf56e092588d9690f0c5ec0a,Visual Programming Language,Apps and Tools,"A visual programming language allows users to create programs by manipulating graphical elements or symbols rather than writing traditional text-based code, often used for educational purposes or rapid prototyping."
b681eabe631341a4f8c9ed42792622670f33dfd52d36d6b8839d3f5f28904b81,Cargo Security Control,SFw TSC,Cargo Security Control: Ensure compliance with security regulations and policies by monitoring and controlling cargo operations. Implement security protocols and patrol to maintain safety and security.
787aa709e0161e6f44003b0afaf15ec012c0e2699de3edb78b481543dae741d1,Oracle Database,Apps and Tools,"Oracle Database is a powerful, reliable, and secure database management system. It provides a comprehensive set of features to store and manage data, including data security, scalability, and high availability. It is used by businesses of all sizes to store and manage their data."
7887b8a347c84d5ef59976d2c907ef49c0bbeb4a4ab37edf440d9a013ba2e32c,SAP Ariba,Apps and Tools,"SAP Ariba is a cloud-based procurement and supply chain management tool that helps businesses streamline their purchasing processes, reduce costs, and increase efficiency. It provides a comprehensive suite of tools to manage the entire procurement lifecycle."
56c4b45cdee2ea369e20d75c3495b063a7adf6f2adf703a7b07237a0d6091321,Apply 5S Techniques in the Workplace,SFw TSC,Apply 5S Techniques in the Workplace: Learners will gain the skills and knowledge to organize and optimize their work area using 5S techniques. This will help them to improve efficiency and productivity.
78e09b9afcbdd160be64cf6dd06942632205404f53594c287c7932a4df5ea388,Microsoft Dynamics NAV,Apps and Tools,"Microsoft Dynamics NAV is an enterprise resource planning (ERP) solution that helps businesses streamline their operations, improve customer service, and increase profitability. It provides a comprehensive suite of tools to manage finances, supply chain, and customer relationships."
78e43414e3135d34e45890a645b72dcd996ed45cf3548220220eb67a87bc2a7f,SAML,Apps and Tools,"SAML is an open standard for securely exchanging authentication and authorization data between parties, in particular, between an identity provider and a service provider. It enables single sign-on (SSO) and provides a secure way to manage access to web-based applications."
790a6f644ea22ee05c6f8de61aaff80d8f4e989c814424c76c94446387f71cfa,J2EE,Apps and Tools,"J2EE is a Java-based enterprise application development platform that enables developers to create robust, secure, and scalable applications. It provides a comprehensive set of tools and APIs to build, deploy, and manage enterprise applications."
2426dbd553c3a86818ca1e1a7f29f1044f3f235dcfdf99a3b36dd0082ce940d5,Visual Communication,SFw TSC,Visual Communication: Create visual communication outputs to engage target audiences emotionally. Develop presentations to communicate design outcomes. Experiment and innovate to create novel visual formats. Craft visual messages and experiences to convey information and ideas across multiple formats and channels.
e63be3ae126a19b4ec1031512ac2e4e65279688e1e73a7f7665e23c143d5935a,Process Equipment Preparation for Mechanical Work,SFw TSC,"Process Equipment Preparation for Mechanical Work: Prepare process plant and equipment for mechanical work in accordance with safe work practices, interpreting relevant information, procedures and guidelines. Develop guidelines and safe work practices to ensure compliance with HSE regulations and supervise and manage all activities. Identify relevant information to assist in preparation."
f465a29a2cc6d352a9d3956e7faf1cbcbc3186086d610232bb696815674bc425,Water Features Management,SFw TSC,"Water Features Management: Leading the installation and maintenance of water features, including establishing guidelines and requirements, performing maintenance tasks, and supervising maintenance staff."
84ab15e7b98ea49f547a94e7cdf71828c402ddf7a074d8b9f16a222e4cfa91c2,Game Sound Integration,SFw TSC,"Game Sound Integration: Skill in managing sound synchronisation for multi-media content, overseeing architecture and integration of sound elements to optimise across platforms and projects, and creating desired gaming experiences."
793b198a529842ee7d30dc79897e579a4fbf1351126b0ac856fdcd3cc5f46a98,JasperReports,Apps and Tools,"JasperReports is a powerful open source reporting tool that enables users to create interactive reports and dashboards from a wide range of data sources. It offers a wide range of features, including report design, data integration, and report publishing."
214cfa9d7774c8c928bf164621fd4ffb9b45a582c001e8ec7586eaf8d6162fa0,Quality Improvement and Safe Practices,SFw TSC,Quality Improvement and Safe Practices: Lead the design and implementation of improvement strategies and tools to enhance quality and safety outcomes. Facilitate risk management and safety design principles to ensure quality and patient safety. Establish system direction to drive continuous improvement across the organisation. Support and implement continuous improvement processes in own work areas.
24a9cc5b296545c292f5d22a9f5e8b574108962c86fadd700dc88cce480cdb06,Empathetic Design,SFw TSC,"Empathetic Design: Empathy-driven design thinking to understand user needs and preferences, and create innovative solutions to meet them. Embed an empathetic mind-set into organisational processes to create a culture of empathy. Analyse user feelings and perceptions towards products and services, and the emotional tone of creative design work."
7990c4945a207735696f80c3ad0fcf6f5012ea30a88fee5e419c137ab1f74cdc,Azure Blob,Apps and Tools,"Azure Blob is a cloud storage solution for storing large amounts of unstructured data. It is secure, cost-effective, and highly scalable, making it an ideal choice for businesses of all sizes."
45c1a069b03002611b1f78f2cce05728365a2ecb8aa8e3e95cf804b2d1bc5c55,Stakeholder Engagement and Management,SFw TSC,"Stakeholder Engagement and Management: Develop and maintain relationships with stakeholders through effective communication, negotiation and alignment of their needs with the organisation's objectives. Manage stakeholder expectations and ensure long-term partnerships through strategic engagement and management roadmaps."
79a1942ebe53d9486e1b79a243e3d47d266673fdf4bc5d130eb07b1028e47a0a,Netapp Ontap (Software),Apps and Tools,"NetApp ONTAP is a powerful software suite that provides enterprise-grade storage management and data protection for businesses of all sizes. It simplifies storage operations, increases efficiency, and helps ensure data security."
4b8401f7e5009f46117be71c45af92bc7b3afd68773c6a60806ff457b465fbff,Butler Service Delivery,SFw TSC,Butler Service Delivery: Provide exceptional customer service by overseeing and supervising luxury and personalised services to guests. Ensure guests have a pleasant and memorable stay by managing and monitoring butler services.
0317c708c23c0d0bc2917e8c9ad988ddc414a59453231b2c5e58175a2482485c,Data Visualisation,SFw TSC,"Data Visualisation: Design and develop data visualisations to effectively communicate insights and trends from data, using contemporary techniques and dynamic displays. Select appropriate visualisation techniques and develop dashboards to reflect data trends and findings. Establish an effective data visualisation architecture and design intelligent and adaptable displays."
db4e109992f6402d435125ca865eedfd34ce3e381b232959ed81abe439978430,Media File Formats Conformation,SFw TSC,"Media File Formats Conformation: Reviewing and enhancing the quality of images, colours and sounds to meet creative and technical requirements. Fine-tuning details to create high resolution versions of picture-locked footage."
