skill_component_id,skill_component_alias,time_added
689d02973ef70139febfbfd50db2a64e0f39d052c649e063ea1d26c0e6009ae3,information technology governance,2022-08-03 14:45:10
689d02973ef70139febfbfd50db2a64e0f39d052c649e063ea1d26c0e6009ae3,it governance,2022-08-03 14:45:10
68a947b398180efaaa012ea5cf9ba32f30ec56da1a00260ee85f8585f5addc60,log4j,2022-08-03 14:45:10
68f641b83da1efe44804803e45e00d23344d90b639d6caf1abb8746fd27251c5,v sphere,2022-08-03 14:45:10
68f641b83da1efe44804803e45e00d23344d90b639d6caf1abb8746fd27251c5,v-sphere,2022-08-03 14:45:10
68f641b83da1efe44804803e45e00d23344d90b639d6caf1abb8746fd27251c5,vsphere,2022-08-03 14:45:10
691d9b6ff32b65c41c1e61880a39874fdb80a9950dd3658648e2d8defd6a1b39,macromedia dreamweaver,2022-08-03 14:45:10
69324bbbbbb81469f6bf6ade1a7f469ef462dde06edd199020e3e8c6f283998c,security monitoring,2022-08-03 14:45:10
69324bbbbbb81469f6bf6ade1a7f469ef462dde06edd199020e3e8c6f283998c,security surveillance,2022-08-03 14:45:10
6934b48358e6ab69e31cfaab13635c95c5179960033ba73d7dd3fc477016bd29,laboratory data reporting and analysis management,2022-12-06 18:43:52
696528a0412f504fc013431381d038923d1382d8d749698a0d70f038ffe0da17,food manufacturing facility maintenance,2022-12-05 13:16:23
698fe7d25469acb6beba495c56707cc912a7cc81591b02dce22853631a3502ff,dangerous goods handling,2022-08-03 14:45:10
698fe7d25469acb6beba495c56707cc912a7cc81591b02dce22853631a3502ff,handling of dangerous goods,2022-08-03 14:45:10
69a11ff2a38f377b3e439fe7bc31a132d8b6ec7483124a693df21670c37a8525,mastercam,2022-08-03 14:45:10
69c14dc8e0f024d150757a762c29be71f20c8ef80c8966ff81ab8ff89e271a99,data catalogue,2022-08-03 14:45:10
69c14dc8e0f024d150757a762c29be71f20c8ef80c8966ff81ab8ff89e271a99,data cataloguing,2022-08-03 14:45:10
69c14dc8e0f024d150757a762c29be71f20c8ef80c8966ff81ab8ff89e271a99,data management,2022-08-03 14:45:10
69c14dc8e0f024d150757a762c29be71f20c8ef80c8966ff81ab8ff89e271a99,establish data management processes,2022-08-03 14:45:10
69c14dc8e0f024d150757a762c29be71f20c8ef80c8966ff81ab8ff89e271a99,master data management,2022-08-03 14:45:10
69c14dc8e0f024d150757a762c29be71f20c8ef80c8966ff81ab8ff89e271a99,metadata management,2022-08-03 14:45:10
69fc3de95e02e36f23d9b9196b09a8293e28b50885e31f945109a5e273b27bcd,operational excellence,2022-08-03 14:45:10
6a0f3dddd2f64b3a9264246e2c8a7a733af60e5d484f5324d0cbadb68b7d62df,travelator system,2022-08-03 14:45:10
6a1a38cbd5ff3bb79284af1f28658d9b1a29941193f347d9eec2f23b87463bc4,virtual reality,2022-08-03 14:45:10
6a2bd7cd5ccf307fb0d3e69781f74010c450188b12f2b9995794a7ed985dca55,nuke,2022-08-03 14:45:10
6a46b3a82a35ce74bb39283a73b00e341edc846a66f582998eca9302a3ddd776,z-tree,2022-08-03 14:45:10
6a51dc7185ebfe2c105c9d1a1ba9323c5c743d5288c3525ac4861445fa395abb,amazon documentdb,2022-08-03 14:45:10
6a51dc7185ebfe2c105c9d1a1ba9323c5c743d5288c3525ac4861445fa395abb,aws documentdb,2022-08-03 14:45:10
6a51f3871590cce337fa07b6bccff1acc05719181b49295cad74c3df13831b3e,property planning,2022-08-03 14:45:10
6a528c95102609e6642ddbbbabe0f258a7f60c506269e93aa87edd50a6fb671b,copyright protection,2022-08-03 14:45:10
6a548c206bae03def24be5d743fe6d91392ac1a000ad39dd7710434e98015ef4,rescue boat,2022-08-03 14:45:10
6a578d8e66a8db9e32ba22db374bb6cc690dde04a046e505b165d1c0c7995f32,kedro,2022-08-03 14:45:10
6a6ebe8510ced07b420ad4afe22f99c95c03dc3e172ed89095a2fef237580844,financial analysis,2022-08-03 14:45:10
6a7f5752d8b1f4789c4ad9bcc799e19345a1f8e55400b6cb234895720c741289,cabin hygiene,2022-08-03 14:45:10
6a954f0c150fa3821a95399378fb53f99443196cb5b359f2d98dd9053650752c,engineering drawing,2022-08-03 14:45:10
6aaedcded7294e4d27fb116b1e2c3ab5b82f75633f0e3d4129a316a7f5856f2b,prince2,2022-08-03 14:45:10
6ad9b290569e29f401340044ca4a920e1c2e1d52eb5f4b3183f9399c59cf721c,technolog,2022-08-03 14:45:10
6ada978152c60555db1c3d672f1a826e4a52807a9412ea76556f2ed7a595565f,media record,2022-08-03 14:45:10
6aeeb07f5969396427be280e497e768b3642bac3b0464a8c8d8d21e6d7df3862,decide on the font for,2022-08-03 14:45:10
6aeeb07f5969396427be280e497e768b3642bac3b0464a8c8d8d21e6d7df3862,font management,2022-08-03 14:45:10
6aeeb07f5969396427be280e497e768b3642bac3b0464a8c8d8d21e6d7df3862,manage the font of,2022-08-03 14:45:10
6b1ddb85e6b1efc17ce2b1580aeb8474096aa80fff28b0a8184af29dde641a8d,equipment repair,2022-08-03 14:45:10
6b1ddb85e6b1efc17ce2b1580aeb8474096aa80fff28b0a8184af29dde641a8d,repair the equipment,2022-08-03 14:45:10
6b1ddb85e6b1efc17ce2b1580aeb8474096aa80fff28b0a8184af29dde641a8d,repair the tool,2022-08-03 14:45:10
6b1ddb85e6b1efc17ce2b1580aeb8474096aa80fff28b0a8184af29dde641a8d,tool repair,2022-08-03 14:45:10
6b28a85edbfa90c712fddbf478429ed3fd48599aa49958abe55cf8bac74ef046,post-landing,2022-08-03 14:45:10
6b2f6cdbf9e774b55994b45945c19f32de4dffa22707080c6469791105f97496,animal nutrition,2022-08-03 14:45:10
6b2f6cdbf9e774b55994b45945c19f32de4dffa22707080c6469791105f97496,nutrition for animal,2022-08-03 14:45:10
6b5d9f6a7e9d232c76588c5e9cc62d254a90b6f063bbc93767178432e877dc20,transportation operation,2022-08-03 14:45:10
6b5e48d8d46f3b14e7c0b411d2d61aee58b786ec7fd8de7f028250e8d7a62169,cabin loading,2022-08-03 14:45:10
6b67364ba76f21897c750bbba414d2933861df23b10780e1cc97ee7a89dbfc8a,react .js,2022-08-03 14:45:10
6b67364ba76f21897c750bbba414d2933861df23b10780e1cc97ee7a89dbfc8a,react js,2022-08-03 14:45:10
6b67364ba76f21897c750bbba414d2933861df23b10780e1cc97ee7a89dbfc8a,react.js,2022-08-03 14:45:10
6b67364ba76f21897c750bbba414d2933861df23b10780e1cc97ee7a89dbfc8a,reactjs,2022-08-03 14:45:10
6b7bcde27ba06979ec8bbae17241ad1f25d4b3709600c073e72c15f52b87fce0,incident investigation,2022-08-03 14:45:10
6b7bcde27ba06979ec8bbae17241ad1f25d4b3709600c073e72c15f52b87fce0,"incident, investigate",2022-08-03 14:45:10
6b7bcde27ba06979ec8bbae17241ad1f25d4b3709600c073e72c15f52b87fce0,investigate  remediate incident,2022-08-03 14:45:10
6b7bcde27ba06979ec8bbae17241ad1f25d4b3709600c073e72c15f52b87fce0,investigate all incident,2022-08-03 14:45:10
6b7bcde27ba06979ec8bbae17241ad1f25d4b3709600c073e72c15f52b87fce0,investigate and document security incident,2022-08-03 14:45:10
6b7bcde27ba06979ec8bbae17241ad1f25d4b3709600c073e72c15f52b87fce0,investigate and document these incident,2022-08-03 14:45:10
6b7bcde27ba06979ec8bbae17241ad1f25d4b3709600c073e72c15f52b87fce0,investigate any incident,2022-08-03 14:45:10
6b7bcde27ba06979ec8bbae17241ad1f25d4b3709600c073e72c15f52b87fce0,investigate any near missed incident,2022-08-03 14:45:10
6b7bcde27ba06979ec8bbae17241ad1f25d4b3709600c073e72c15f52b87fce0,investigate high impact incident,2022-08-03 14:45:10
6b7bcde27ba06979ec8bbae17241ad1f25d4b3709600c073e72c15f52b87fce0,investigate incident,2022-08-03 14:45:10
6b7bcde27ba06979ec8bbae17241ad1f25d4b3709600c073e72c15f52b87fce0,investigate into all site incident,2022-08-03 14:45:10
6b7bcde27ba06979ec8bbae17241ad1f25d4b3709600c073e72c15f52b87fce0,investigate of incident,2022-08-03 14:45:10
6b7bcde27ba06979ec8bbae17241ad1f25d4b3709600c073e72c15f52b87fce0,investigate security incident,2022-08-03 14:45:10
6b7bcde27ba06979ec8bbae17241ad1f25d4b3709600c073e72c15f52b87fce0,investigate security related incident,2022-08-03 14:45:10
6b7bcde27ba06979ec8bbae17241ad1f25d4b3709600c073e72c15f52b87fce0,investigate the incident,2022-08-03 14:45:10
6b810b4ddae6bc8f6e87dc8937cdaa8da0a8de28b66b6edd9b86ab99dd07bea7,lab management,2022-08-03 14:45:10
6b810b4ddae6bc8f6e87dc8937cdaa8da0a8de28b66b6edd9b86ab99dd07bea7,laboratory management,2022-08-03 14:45:10
6b8adbbbc53e6e31652669d2b2f2f7794b4870274b62bc03919dd64a8817ce09,davinci resolve,2022-08-03 14:45:10
6b8f03dd143b62867819b9375521cd10c11b074a8ab3199ebddb93bc3567fb8e,design sustainability and ethics management,2022-12-05 13:16:23
6b9bf0d9854ef5e9cd67a90682a6e0c841ec48e07ac971a71c1e0e5b8011e2e1,manpower allocation plan,2022-08-03 14:45:10
6b9bf0d9854ef5e9cd67a90682a6e0c841ec48e07ac971a71c1e0e5b8011e2e1,manpower planning,2022-08-03 14:45:10
6b9bf0d9854ef5e9cd67a90682a6e0c841ec48e07ac971a71c1e0e5b8011e2e1,manpower resource allocation plan,2022-08-03 14:45:10
6b9bf0d9854ef5e9cd67a90682a6e0c841ec48e07ac971a71c1e0e5b8011e2e1,manpower resource plan,2022-08-03 14:45:10
6bd47d8b357381b02c800b45a1a0546a4f5e287a114d19593c8c736187562c7c,sustainability stewardship development,2022-12-06 18:43:52
6bde532733f0ee07a5d3c4601f971b09bbd64d7129d2996aa03d511d5234c96c,siemens nx,2022-08-03 14:45:10
6bde532733f0ee07a5d3c4601f971b09bbd64d7129d2996aa03d511d5234c96c,unigraphics,2022-08-03 14:45:10
6be2480652aba529568312f65c4ab023ff009d22dd2d7da370f13c28289653ce,incident response,2022-08-03 14:45:10
6be2480652aba529568312f65c4ab023ff009d22dd2d7da370f13c28289653ce,responding to incident,2022-08-03 14:45:10
6be2480652aba529568312f65c4ab023ff009d22dd2d7da370f13c28289653ce,response to incident,2022-08-03 14:45:10
6be889449007e41861c342f2e1a9fb6502123724725f3a1af55f5fc787a05728,altera quartus,2022-08-03 14:45:10
6bef152a2cc0530bb6191a013feb515eda15a80fa753a8d3a18d28188cce0fe1,passenger train operations,2022-12-06 18:43:52
6bf4109f8ee786edc2bebc5e77146c53ca42575286e3688c18c4d357901a4e37,manage the security,2022-08-03 14:45:10
6bf4109f8ee786edc2bebc5e77146c53ca42575286e3688c18c4d357901a4e37,management of security,2022-08-03 14:45:10
6bf4109f8ee786edc2bebc5e77146c53ca42575286e3688c18c4d357901a4e37,security conformance,2022-08-03 14:45:10
6bf4109f8ee786edc2bebc5e77146c53ca42575286e3688c18c4d357901a4e37,security management,2022-08-03 14:45:10
6c15339e39243c300e810f6d7e29bb760b8d7be04130228ca0759cdab7e30082,omnigraffle,2022-08-03 14:45:10
6c196c8185b3a49ee8b0ae66d25cb2ecc5fa6f78a82abeba0941b4a14eb5e721,policy research,2022-08-03 14:45:10
6c2965a59b4ba0ef584691f3d624c8a7f881d1afe299b24b1a593502a88a628c,material handling equipment (mhe) handling,2022-12-06 18:43:52
6c42dd8107ae87e06c49c2e827de9347658d178af72d54a979ebf8de8ed6ab12,assess implication,2022-08-03 14:45:10
6c42dd8107ae87e06c49c2e827de9347658d178af72d54a979ebf8de8ed6ab12,assess risk,2022-08-03 14:45:10
6c42dd8107ae87e06c49c2e827de9347658d178af72d54a979ebf8de8ed6ab12,assessing the risk,2022-08-03 14:45:10
6c42dd8107ae87e06c49c2e827de9347658d178af72d54a979ebf8de8ed6ab12,risk assess,2022-08-03 14:45:10
6c43f46363b32f14f132fe2da96bb2a4dd0c0d41e85835a9621e08a7aae9d040,agri cultural tech,2022-08-19 03:09:27
6c43f46363b32f14f132fe2da96bb2a4dd0c0d41e85835a9621e08a7aae9d040,agri-cultural tech,2022-08-19 03:09:27
6c43f46363b32f14f132fe2da96bb2a4dd0c0d41e85835a9621e08a7aae9d040,agri-culture tech,2022-08-19 03:09:27
6c43f46363b32f14f132fe2da96bb2a4dd0c0d41e85835a9621e08a7aae9d040,agri-tech,2022-08-19 03:09:27
6c43f46363b32f14f132fe2da96bb2a4dd0c0d41e85835a9621e08a7aae9d040,agricultural tech,2022-08-19 03:09:27
6c43f46363b32f14f132fe2da96bb2a4dd0c0d41e85835a9621e08a7aae9d040,agriculture tech,2022-08-19 03:09:27
6c43f46363b32f14f132fe2da96bb2a4dd0c0d41e85835a9621e08a7aae9d040,agritech,2022-08-19 03:09:27
6c43f46363b32f14f132fe2da96bb2a4dd0c0d41e85835a9621e08a7aae9d040,agritechnology,2022-08-19 03:09:27
6c4e02093d91827019c136ebe2d063fecee73cb9e56dcdb96b0a3df52f38682d,control-m,2022-08-03 14:45:10
6c4e02093d91827019c136ebe2d063fecee73cb9e56dcdb96b0a3df52f38682d,kontrol-m,2022-08-03 14:45:10
6c51faca0acf80208123092a6227b27f9f854be40b9cc07986a8cc63aa1e77c8,carry out policy,2022-08-03 14:45:10
6c51faca0acf80208123092a6227b27f9f854be40b9cc07986a8cc63aa1e77c8,execute the policy,2022-08-03 14:45:10
6c51faca0acf80208123092a6227b27f9f854be40b9cc07986a8cc63aa1e77c8,implement policy,2022-08-03 14:45:10
6c51faca0acf80208123092a6227b27f9f854be40b9cc07986a8cc63aa1e77c8,implement the policy,2022-08-03 14:45:10
6c51faca0acf80208123092a6227b27f9f854be40b9cc07986a8cc63aa1e77c8,policy enforcement,2022-08-03 14:45:10
6c51faca0acf80208123092a6227b27f9f854be40b9cc07986a8cc63aa1e77c8,policy execution,2022-08-03 14:45:10
6c51faca0acf80208123092a6227b27f9f854be40b9cc07986a8cc63aa1e77c8,policy implementation,2022-08-03 14:45:10
6c6725950727d877d2f2d7d4f292bd6faf0e4ba0fc2a52ac5bd2da2a9e1368ed,location scouting,2022-08-03 14:45:10
6c6725950727d877d2f2d7d4f292bd6faf0e4ba0fc2a52ac5bd2da2a9e1368ed,location selection,2022-08-03 14:45:10
6c78d48f1b062558aec71649ad9d9d2956c50cda613494c42806ec774649f4bc,installation,2022-08-03 14:45:10
6c804431b578384b165ae1243f693e12c7a8d512f9304f81ca7d4ab8f25355eb,care support,2022-08-03 14:45:10
6c9957faa7fd01560b3a59614e6373c1a95a17ad79ee4bbf05b2fbc37ad535bf,equipment and systems installation and commissioning management,2022-12-06 18:43:52
6ca5cab77e702c787b4c14b3d3bf26bad43da606be6eed04ab0b9720120ae081,game,2022-08-03 14:45:10
6ca5cab77e702c787b4c14b3d3bf26bad43da606be6eed04ab0b9720120ae081,gaming,2022-08-03 14:45:10
6ca7f22293fba5609054cde163d1b217b0da24034de8920c01061dae4fe7177d,nursery operation,2022-08-03 14:45:10
6cb974868998e0409af0ba087b09c738c6fc0d1fa14812cb2c76d5e95b579c92,content marketing,2022-08-03 14:45:10
6cf85941e8e5752459778d99a1d96ab2102ca196cf772bae243dd6c724cabeac,aerospace heat treat,2022-08-03 14:45:10
6cf87c5691b4dc699d0f78dc4754c3d0a3c8b5a6bdaace6484a889b301fc9535,natural ventilation system,2022-08-03 14:45:10
6d0b27514ad5e4618c90bcf9aa3cf3c1ed021bbbbb459f895ac868c3f6e71462,mercurial,2022-08-03 14:45:10
6d15462794c31ddc12e1167bea7c67ab9f9a023b6e04372686f3e73f2189f59b,demand forecast,2022-08-03 14:45:10
6d15462794c31ddc12e1167bea7c67ab9f9a023b6e04372686f3e73f2189f59b,demand planning,2022-08-03 14:45:10
6d239da518acc312a02c4a5030d0da0113b21403f13b93d665d16a68bb04be25,mapr,2022-08-03 14:45:10
6d256a2d07345fdb43de5ee8bf6d57fbcb6513326205afc8629ebc193aa0d4ca,video switch,2022-08-03 14:45:10
6d256a2d07345fdb43de5ee8bf6d57fbcb6513326205afc8629ebc193aa0d4ca,vision mix,2022-08-03 14:45:10
6d58dfbe672fc034d7f8a8023338bd6055ad9e5bdca85fd23b835d9ac5fbe317,ruby on rails,2022-08-03 14:45:10
6d65ed5c750019a199c61a33ea9202fb727c05e257560f38f014e6b1520e50ed,automation,2022-08-03 14:45:10
6d68cca55b3ada3f2a12f9111f2e1e29f29180e0b056024ab3d343be4e5710c7,marketing campaign,2022-08-03 14:45:10
6dba3a13c651aef3cdee48f58c9d8cd774d585a01c31620cc6169317faf6804f,qlik,2022-08-03 14:45:10
6dba3a13c651aef3cdee48f58c9d8cd774d585a01c31620cc6169317faf6804f,qlikview,2022-08-03 14:45:10
6de1c6c7f92710475a1793b6d13431dafcf5bc5c9ff95da8cea3508258b10c1f,brightedge,2022-08-03 14:45:10
6deab04651e6cfad05b96811ddbdd787686cc6ee89b9bf7d60a58666812da9d4,master control room,2022-08-03 14:45:10
6dedff94bc04d147d556bc8cb93fcad5d13597db3c66c0b747d36caa6641e7ac,m & a,2022-08-03 14:45:10
6dedff94bc04d147d556bc8cb93fcad5d13597db3c66c0b747d36caa6641e7ac,m&a,2022-08-03 14:45:10
6dedff94bc04d147d556bc8cb93fcad5d13597db3c66c0b747d36caa6641e7ac,merger & acquisition,2022-08-03 14:45:10
6dedff94bc04d147d556bc8cb93fcad5d13597db3c66c0b747d36caa6641e7ac,merger and acquisition,2022-08-03 14:45:10
6dedff94bc04d147d556bc8cb93fcad5d13597db3c66c0b747d36caa6641e7ac,mergers & acquisition,2022-08-03 14:45:10
6dedff94bc04d147d556bc8cb93fcad5d13597db3c66c0b747d36caa6641e7ac,mergers and acquisition,2022-08-03 14:45:10
6e15fdcb4bdd3495441046b6997f84e389e31990312bfb0647726b0e9503ca50,intellectual property,2022-08-03 14:45:10
6e15fdcb4bdd3495441046b6997f84e389e31990312bfb0647726b0e9503ca50,ip,2022-08-03 14:45:10
6e16c543c47cf03e9e1a053e6f02007777d626701f0d24b36f18cce72dc0defb,bio hazard,2022-08-03 14:45:10
6e16c543c47cf03e9e1a053e6f02007777d626701f0d24b36f18cce72dc0defb,bio-hazard,2022-08-03 14:45:10
6e16c543c47cf03e9e1a053e6f02007777d626701f0d24b36f18cce72dc0defb,biological hazard,2022-08-03 14:45:10
6e2a987fb547711bb47100718e7e9c1262b1ca97743b59913cac4a63cb2a80c3,content acquisition,2022-08-03 14:45:10
6e334d6e39498c0ee347afd6673ec27cf7589292222add8da97345f42c0df09d,benefit to organisation,2022-08-03 14:45:10
6e334d6e39498c0ee347afd6673ec27cf7589292222add8da97345f42c0df09d,benefit to organization,2022-08-03 14:45:10
6e334d6e39498c0ee347afd6673ec27cf7589292222add8da97345f42c0df09d,benefits to organisation,2022-08-03 14:45:10
6e334d6e39498c0ee347afd6673ec27cf7589292222add8da97345f42c0df09d,benefits to organization,2022-08-03 14:45:10
6e334d6e39498c0ee347afd6673ec27cf7589292222add8da97345f42c0df09d,organisational benefit,2022-08-03 14:45:10
6e334d6e39498c0ee347afd6673ec27cf7589292222add8da97345f42c0df09d,organizational benefit,2022-08-03 14:45:10
6e418d9555365f4e31267a143c2b8d9ae4cebdaa1d57213a6346b98d7fb85cd7,bioreactor,2022-08-03 14:45:10
6e53f3c304ab2eb3a320738cb3a4ea1e1b68e9af84319c4b6d9b0ebd7abd0786,strategy development and implementation management,2022-12-06 18:43:52
6e69b20f15e1fbfc2d74060bfd23ff68c34880e59ebbc66c9f63448e48c6126f,risk and compliance reporting,2022-12-06 18:43:52
6e7adeef330d2420bdcc6ae99b45c88dfd9e2cd9e8d2095640ec246485740ee4,autocad electrical,2022-08-03 14:45:10
6e7adeef330d2420bdcc6ae99b45c88dfd9e2cd9e8d2095640ec246485740ee4,electrical cad,2022-08-03 14:45:10
6e7f86ab97bdc883de43957abf548bbe9a47652023d9a5c54466401939931056,d3.js,2022-08-03 14:45:10
6eb83b2b22c03d4d11bebceb1d2de657f862fa2bf5f869f863bee8b81b25f69c,café,2022-08-03 14:45:10
6eb83b2b22c03d4d11bebceb1d2de657f862fa2bf5f869f863bee8b81b25f69c,food establishment,2022-08-03 14:45:10
6eb83b2b22c03d4d11bebceb1d2de657f862fa2bf5f869f863bee8b81b25f69c,food shop,2022-08-03 14:45:10
6eb83b2b22c03d4d11bebceb1d2de657f862fa2bf5f869f863bee8b81b25f69c,food stall,2022-08-03 14:45:10
6eb83b2b22c03d4d11bebceb1d2de657f862fa2bf5f869f863bee8b81b25f69c,food store,2022-08-03 14:45:10
6eb83b2b22c03d4d11bebceb1d2de657f862fa2bf5f869f863bee8b81b25f69c,hawker centre,2022-08-03 14:45:10
6eb83b2b22c03d4d11bebceb1d2de657f862fa2bf5f869f863bee8b81b25f69c,restaurant,2022-08-03 14:45:10
6ed2412689c66a0dc036a1347dd89cff2cd0d3378bffe921b80ce17ddb844a51,non-financial reporting,2022-08-03 14:45:10
6edf62ff36bdedfdcbdb6bafb33a704239bd3f13365cbe0633a1177e7995ebef,analysis of cause of failure,2022-08-03 14:45:10
6edf62ff36bdedfdcbdb6bafb33a704239bd3f13365cbe0633a1177e7995ebef,cause of failure,2022-08-03 14:45:10
6edf62ff36bdedfdcbdb6bafb33a704239bd3f13365cbe0633a1177e7995ebef,causes of failure,2022-08-03 14:45:10
6edf62ff36bdedfdcbdb6bafb33a704239bd3f13365cbe0633a1177e7995ebef,failure analysis,2022-08-03 14:45:10
6edf62ff36bdedfdcbdb6bafb33a704239bd3f13365cbe0633a1177e7995ebef,point of failure,2022-08-03 14:45:10
6ef402a137f86b9a7c05fd5d2de3cda5ad7dee9e1457491ca72083a9deee6b63,food waste,2022-08-03 14:45:10
6f353474804c0cc8e3d543deeb839387954db559405dc26b44f0a0cbc90b67df,apache mxnet,2022-08-03 14:45:10
6f353474804c0cc8e3d543deeb839387954db559405dc26b44f0a0cbc90b67df,mxnet,2022-08-03 14:45:10
6f3821e3416d43e089d0360252d1ab16053d7cd14885b44991857c5c38c1f1fa,airfield civil infrastructure,2022-08-03 14:45:10
6f3821e3416d43e089d0360252d1ab16053d7cd14885b44991857c5c38c1f1fa,airfield infrastructure,2022-08-03 14:45:10
6f3821e3416d43e089d0360252d1ab16053d7cd14885b44991857c5c38c1f1fa,airfield lighting infrastructure,2022-08-03 14:45:10
6f756565b005556316534530b6e3396bf59c69486b325bb6cec3a2c88dad6cbf,blasting,2022-08-03 14:45:10
6fa895775a99fd90485426731def2b9715e67064e708ad73973c913985db1228,warehouse inventory control and audit,2022-12-05 13:16:23
6fb1b3c5618015167ded763ca324212bd9a58daba294c42af6a3c33064c2efdd,develop ui,2022-08-03 14:45:10
6fb1b3c5618015167ded763ca324212bd9a58daba294c42af6a3c33064c2efdd,develop user interface,2022-08-03 14:45:10
6fb1b3c5618015167ded763ca324212bd9a58daba294c42af6a3c33064c2efdd,ui development,2022-08-03 14:45:10
6fb1b3c5618015167ded763ca324212bd9a58daba294c42af6a3c33064c2efdd,user interface development,2022-08-03 14:45:10
6fb8375d93ac0bc2863f628eed1a5986f9ab893b0ec0fe47788f1bfc4b364e78,scientific communication,2022-08-03 14:45:10
6fde2ac4607674dc627610da5c93e43e5a862ef3ab3a808f63e0923a4659519f,vertical surface,2022-08-03 14:45:10
6fe6293dc5f3774b45543de748be0b6bea2112ee773d7169cfe53d97b7fa7600,"network monitoring, control and supply restoration",2022-12-06 18:43:52
700d937df7097f5f353c1a0681d1441fa82fb3dc8e8c707f5ad02d868e17346a,microsoft sql,2022-08-03 14:45:10
700d937df7097f5f353c1a0681d1441fa82fb3dc8e8c707f5ad02d868e17346a,microsoft sql server,2022-08-03 14:45:10
700d937df7097f5f353c1a0681d1441fa82fb3dc8e8c707f5ad02d868e17346a,microsoft-sql,2022-08-03 14:45:10
700d937df7097f5f353c1a0681d1441fa82fb3dc8e8c707f5ad02d868e17346a,microsoftsql,2022-08-03 14:45:10
700d937df7097f5f353c1a0681d1441fa82fb3dc8e8c707f5ad02d868e17346a,ms sql,2022-08-03 14:45:10
700d937df7097f5f353c1a0681d1441fa82fb3dc8e8c707f5ad02d868e17346a,ms sql server,2022-08-03 14:45:10
700d937df7097f5f353c1a0681d1441fa82fb3dc8e8c707f5ad02d868e17346a,ms-sql,2022-08-03 14:45:10
700d937df7097f5f353c1a0681d1441fa82fb3dc8e8c707f5ad02d868e17346a,mssql,2022-08-03 14:45:10
700d937df7097f5f353c1a0681d1441fa82fb3dc8e8c707f5ad02d868e17346a,sql server,2022-08-03 14:45:10
700d937df7097f5f353c1a0681d1441fa82fb3dc8e8c707f5ad02d868e17346a,sqlserver,2022-08-03 14:45:10
701313b383d79d8d713a66b9b0c05f8fc70e1a4bd400c93108a2dfd2bbd90a7d,automated operation,2022-08-03 14:45:10
70162980d4c5b485735855f89f14666bf1c89111563b3dc9c523aa0df8ec4fcb,airport audit and compliance,2022-12-05 13:16:23
701990a71ddfa4eab7cfb09ee306cf993d42967f238b3dc6f89e02f0cface6bc,adobe animate,2022-08-03 14:45:10
7020b8e8faef983cbf8cb3ce58703c7045ace7ff4da33467b7d1d424cb50fdd6,contract development,2022-08-03 14:45:10
7020b8e8faef983cbf8cb3ce58703c7045ace7ff4da33467b7d1d424cb50fdd6,contract generation,2022-08-03 14:45:10
7020b8e8faef983cbf8cb3ce58703c7045ace7ff4da33467b7d1d424cb50fdd6,contract writing,2022-08-03 14:45:10
7020b8e8faef983cbf8cb3ce58703c7045ace7ff4da33467b7d1d424cb50fdd6,develop contract,2022-08-03 14:45:10
7020b8e8faef983cbf8cb3ce58703c7045ace7ff4da33467b7d1d424cb50fdd6,writing contract,2022-08-03 14:45:10
70398cbdabca604ebff80c424dd92013dd59fd93fa37c0d1e3396703312116dc,information technology application support and monitoring,2022-12-05 13:16:23
7047499a5bea48470fd64aae63bdb60958f71689608af6fa760cce658134c305,asian dessert,2022-08-03 14:45:10
7047499a5bea48470fd64aae63bdb60958f71689608af6fa760cce658134c305,chinese dessert,2022-08-03 14:45:10
7047499a5bea48470fd64aae63bdb60958f71689608af6fa760cce658134c305,indian dessert,2022-08-03 14:45:10
7047499a5bea48470fd64aae63bdb60958f71689608af6fa760cce658134c305,indonesian dessert,2022-08-03 14:45:10
7047499a5bea48470fd64aae63bdb60958f71689608af6fa760cce658134c305,japanese dessert,2022-08-03 14:45:10
7047499a5bea48470fd64aae63bdb60958f71689608af6fa760cce658134c305,korean dessert,2022-08-03 14:45:10
7047499a5bea48470fd64aae63bdb60958f71689608af6fa760cce658134c305,malaysian dessert,2022-08-03 14:45:10
7047499a5bea48470fd64aae63bdb60958f71689608af6fa760cce658134c305,singaporean dessert,2022-08-03 14:45:10
7047499a5bea48470fd64aae63bdb60958f71689608af6fa760cce658134c305,taiwanese dessert,2022-08-03 14:45:10
7047499a5bea48470fd64aae63bdb60958f71689608af6fa760cce658134c305,thai dessert,2022-08-03 14:45:10
7047499a5bea48470fd64aae63bdb60958f71689608af6fa760cce658134c305,vietnam dessert,2022-08-03 14:45:10
7047499a5bea48470fd64aae63bdb60958f71689608af6fa760cce658134c305,vietnamese dessert,2022-08-03 14:45:10
705c8058d6a21a59f0ba640af9a9dfbab92e9a617b0ca0ec76cc8320d7ad1a35,still image,2022-08-03 14:45:10
705dd3f93bc89e516e1a09434da81186c6351529d08b2ae0cb0d4931e0d4d323,digital forensics,2022-08-03 14:45:10
706c1232064eb4403ac65756fcf219531a942fd0ddc81cbdc604f529ca52b971,customer acceptance assessment,2022-08-03 14:45:10
706c1232064eb4403ac65756fcf219531a942fd0ddc81cbdc604f529ca52b971,customer acceptance checking,2022-08-03 14:45:10
706c1232064eb4403ac65756fcf219531a942fd0ddc81cbdc604f529ca52b971,customer acceptance validation,2022-08-03 14:45:10
